timestamp,P_L_kW,P_PV_kW,c_b,c_s,hour,weekday,is_workday
2016-01-11 17:00,0.481725,0.000000,0.3400,0.0600,17,0,1
2016-01-11 18:00,0.486398,0.000000,0.3400,0.0600,18,0,1
2016-01-11 19:00,0.490500,0.000000,0.3400,0.0600,19,0,1
2016-01-11 20:00,0.422044,0.000000,0.3400,0.0600,20,0,1
2016-01-11 21:00,0.388856,0.000000,0.3400,0.0600,21,0,1
2016-01-11 22:00,0.323881,0.000000,0.1600,0.0600,22,0,1
2016-01-11 23:00,0.268660,0.000000,0.1600,0.0600,23,0,1
2016-01-12 00:00,0.342300,0.000000,0.1600,0.0600,0,1,1
2016-01-12 01:00,0.308187,0.000000,0.1600,0.0600,1,1,1
2016-01-12 02:00,0.279952,0.000000,0.1600,0.0600,2,1,1
2016-01-12 03:00,0.271510,0.000000,0.1600,0.0600,3,1,1
2016-01-12 04:00,0.281421,0.000000,0.1600,0.0600,4,1,1
2016-01-12 05:00,0.365849,0.000000,0.1600,0.0600,5,1,1
2016-01-12 06:00,0.283909,0.000000,0.1600,0.0600,6,1,1
2016-01-12 07:00,0.369306,0.000000,0.2200,0.0600,7,1,1
2016-01-12 08:00,0.419438,0.000300,0.2200,0.0600,8,1,1
2016-01-12 09:00,0.473339,0.010251,0.2200,0.0600,9,1,1
2016-01-12 10:00,0.493568,0.038880,0.2200,0.0600,10,1,1
2016-01-12 11:00,0.510818,0.061959,0.2200,0.0600,11,1,1
2016-01-12 12:00,0.514183,0.068944,0.2200,0.0600,12,1,1
2016-01-12 13:00,0.533974,0.057576,0.2200,0.0600,13,1,1
2016-01-12 14:00,0.519894,0.031708,0.2200,0.0600,14,1,1
2016-01-12 15:00,0.487368,0.005052,0.2200,0.0600,15,1,1
2016-01-12 16:00,0.465486,0.000000,0.2200,0.0600,16,1,1
2016-01-12 17:00,0.487178,0.000000,0.3400,0.0600,17,1,1
2016-01-12 18:00,0.519922,0.000000,0.3400,0.0600,18,1,1
2016-01-12 19:00,0.499501,0.000000,0.3400,0.0600,19,1,1
2016-01-12 20:00,0.428397,0.000000,0.3400,0.0600,20,1,1
2016-01-12 21:00,0.367597,0.000000,0.3400,0.0600,21,1,1
2016-01-12 22:00,0.306714,0.000000,0.1600,0.0600,22,1,1
2016-01-12 23:00,0.292421,0.000000,0.1600,0.0600,23,1,1
2016-01-13 00:00,0.342326,0.000000,0.1600,0.0600,0,2,1
2016-01-13 01:00,0.337073,0.000000,0.1600,0.0600,1,2,1
2016-01-13 02:00,0.335700,0.000000,0.1600,0.0600,2,2,1
2016-01-13 03:00,0.332638,0.000000,0.1600,0.0600,3,2,1
2016-01-13 04:00,0.338690,0.000000,0.1600,0.0600,4,2,1
2016-01-13 05:00,0.381352,0.000000,0.1600,0.0600,5,2,1
2016-01-13 06:00,0.315295,0.000000,0.1600,0.0600,6,2,1
2016-01-13 07:00,0.392842,0.000000,0.2200,0.0600,7,2,1
2016-01-13 08:00,0.474173,0.000271,0.2200,0.0600,8,2,1
2016-01-13 09:00,0.498221,0.009078,0.2200,0.0600,9,2,1
2016-01-13 10:00,0.485929,0.033792,0.2200,0.0600,10,2,1
2016-01-13 11:00,0.497532,0.053651,0.2200,0.0600,11,2,1
2016-01-13 12:00,0.552481,0.059729,0.2200,0.0600,12,2,1
2016-01-13 13:00,0.569174,0.050091,0.2200,0.0600,13,2,1
2016-01-13 14:00,0.547419,0.027942,0.2200,0.0600,14,2,1
2016-01-13 15:00,0.529959,0.004740,0.2200,0.0600,15,2,1
2016-01-13 16:00,0.519341,0.000000,0.2200,0.0600,16,2,1
2016-01-13 17:00,0.507426,0.000000,0.3400,0.0600,17,2,1
2016-01-13 18:00,0.551306,0.000000,0.3400,0.0600,18,2,1
2016-01-13 19:00,0.513639,0.000000,0.3400,0.0600,19,2,1
2016-01-13 20:00,0.493058,0.000000,0.3400,0.0600,20,2,1
2016-01-13 21:00,0.406950,0.000000,0.3400,0.0600,21,2,1
2016-01-13 22:00,0.321407,0.000000,0.1600,0.0600,22,2,1
2016-01-13 23:00,0.238056,0.000000,0.1600,0.0600,23,2,1
2016-01-14 00:00,0.319205,0.000000,0.1600,0.0600,0,3,1
2016-01-14 01:00,0.313134,0.000000,0.1600,0.0600,1,3,1
2016-01-14 02:00,0.310632,0.000000,0.1600,0.0600,2,3,1
2016-01-14 03:00,0.334176,0.000000,0.1600,0.0600,3,3,1
2016-01-14 04:00,0.320961,0.000000,0.1600,0.0600,4,3,1
2016-01-14 05:00,0.361079,0.000000,0.1600,0.0600,5,3,1
2016-01-14 06:00,0.300653,0.000000,0.1600,0.0600,6,3,1
2016-01-14 07:00,0.407758,0.000000,0.2200,0.0600,7,3,1
2016-01-14 08:00,0.486377,0.000286,0.2200,0.0600,8,3,1
2016-01-14 09:00,0.499744,0.009407,0.2200,0.0600,9,3,1
2016-01-14 10:00,0.499023,0.034337,0.2200,0.0600,10,3,1
2016-01-14 11:00,0.491779,0.054300,0.2200,0.0600,11,3,1
2016-01-14 12:00,0.516641,0.060474,0.2200,0.0600,12,3,1
2016-01-14 13:00,0.551417,0.050927,0.2200,0.0600,13,3,1
2016-01-14 14:00,0.541157,0.028772,0.2200,0.0600,14,3,1
2016-01-14 15:00,0.551333,0.005185,0.2200,0.0600,15,3,1
2016-01-14 16:00,0.527964,0.000000,0.2200,0.0600,16,3,1
2016-01-14 17:00,0.481338,0.000000,0.3400,0.0600,17,3,1
2016-01-14 18:00,0.448334,0.000000,0.3400,0.0600,18,3,1
2016-01-14 19:00,0.410401,0.000000,0.3400,0.0600,19,3,1
2016-01-14 20:00,0.384381,0.000000,0.3400,0.0600,20,3,1
2016-01-14 21:00,0.354653,0.000000,0.3400,0.0600,21,3,1
2016-01-14 22:00,0.281054,0.000000,0.1600,0.0600,22,3,1
2016-01-14 23:00,0.250494,0.000000,0.1600,0.0600,23,3,1
2016-01-15 00:00,0.296363,0.000000,0.1600,0.0600,0,4,1
2016-01-15 01:00,0.315492,0.000000,0.1600,0.0600,1,4,1
2016-01-15 02:00,0.271550,0.000000,0.1600,0.0600,2,4,1
2016-01-15 03:00,0.307116,0.000000,0.1600,0.0600,3,4,1
2016-01-15 04:00,0.340841,0.000000,0.1600,0.0600,4,4,1
2016-01-15 05:00,0.377819,0.000000,0.1600,0.0600,5,4,1
2016-01-15 06:00,0.312782,0.000000,0.1600,0.0600,6,4,1
2016-01-15 07:00,0.390037,0.000000,0.2200,0.0600,7,4,1
2016-01-15 08:00,0.438591,0.000319,0.2200,0.0600,8,4,1
2016-01-15 09:00,0.470144,0.010317,0.2200,0.0600,9,4,1
2016-01-15 10:00,0.478544,0.036899,0.2200,0.0600,10,4,1
2016-01-15 11:00,0.513094,0.058106,0.2200,0.0600,11,4,1
2016-01-15 12:00,0.543045,0.064731,0.2200,0.0600,12,4,1
2016-01-15 13:00,0.544962,0.054734,0.2200,0.0600,13,4,1
2016-01-15 14:00,0.514127,0.031314,0.2200,0.0600,14,4,1
2016-01-15 15:00,0.525694,0.005984,0.2200,0.0600,15,4,1
2016-01-15 16:00,0.516299,0.000024,0.2200,0.0600,16,4,1
2016-01-15 17:00,0.507600,0.000000,0.3400,0.0600,17,4,1
2016-01-15 18:00,0.525535,0.000000,0.3400,0.0600,18,4,1
2016-01-15 19:00,0.480710,0.000000,0.3400,0.0600,19,4,1
2016-01-15 20:00,0.434634,0.000000,0.3400,0.0600,20,4,1
2016-01-15 21:00,0.362694,0.000000,0.3400,0.0600,21,4,1
2016-01-15 22:00,0.270022,0.000000,0.1600,0.0600,22,4,1
2016-01-15 23:00,0.238780,0.000000,0.1600,0.0600,23,4,1
2016-01-16 00:00,0.364979,0.000000,0.2000,0.0600,0,5,0
2016-01-16 01:00,0.375261,0.000000,0.2000,0.0600,1,5,0
2016-01-16 02:00,0.382811,0.000000,0.2000,0.0600,2,5,0
2016-01-16 03:00,0.374769,0.000000,0.2000,0.0600,3,5,0
2016-01-16 04:00,0.378805,0.000000,0.2000,0.0600,4,5,0
2016-01-16 05:00,0.416918,0.000000,0.2000,0.0600,5,5,0
2016-01-16 06:00,0.335845,0.000000,0.2000,0.0600,6,5,0
2016-01-16 07:00,0.427784,0.000000,0.2000,0.0600,7,5,0
2016-01-16 08:00,0.487916,0.000290,0.2000,0.0600,8,5,0
2016-01-16 09:00,0.510445,0.009224,0.2000,0.0600,9,5,0
2016-01-16 10:00,0.500303,0.032304,0.2000,0.0600,10,5,0
2016-01-16 11:00,0.512639,0.050644,0.2000,0.0600,11,5,0
2016-01-16 12:00,0.561598,0.056428,0.2000,0.0600,12,5,0
2016-01-16 13:00,0.577222,0.047905,0.2000,0.0600,13,5,0
2016-01-16 14:00,0.576966,0.027748,0.2000,0.0600,14,5,0
2016-01-16 15:00,0.537173,0.005612,0.2000,0.0600,15,5,0
2016-01-16 16:00,0.552843,0.000051,0.2000,0.0600,16,5,0
2016-01-16 17:00,0.529345,0.000000,0.2000,0.0600,17,5,0
2016-01-16 18:00,0.541570,0.000000,0.2000,0.0600,18,5,0
2016-01-16 19:00,0.543093,0.000000,0.2000,0.0600,19,5,0
2016-01-16 20:00,0.466286,0.000000,0.2000,0.0600,20,5,0
2016-01-16 21:00,0.395591,0.000000,0.2000,0.0600,21,5,0
2016-01-16 22:00,0.385305,0.000000,0.2000,0.0600,22,5,0
2016-01-16 23:00,0.337655,0.000000,0.2000,0.0600,23,5,0
2016-01-17 00:00,0.373957,0.000000,0.2000,0.0600,0,6,0
2016-01-17 01:00,0.396627,0.000000,0.2000,0.0600,1,6,0
2016-01-17 02:00,0.374245,0.000000,0.2000,0.0600,2,6,0
2016-01-17 03:00,0.387334,0.000000,0.2000,0.0600,3,6,0
2016-01-17 04:00,0.399040,0.000000,0.2000,0.0600,4,6,0
2016-01-17 05:00,0.438365,0.000000,0.2000,0.0600,5,6,0
2016-01-17 06:00,0.390963,0.000000,0.2000,0.0600,6,6,0
2016-01-17 07:00,0.429623,0.000000,0.2000,0.0600,7,6,0
2016-01-17 08:00,0.519483,0.000374,0.2000,0.0600,8,6,0
2016-01-17 09:00,0.542826,0.011736,0.2000,0.0600,9,6,0
2016-01-17 10:00,0.555592,0.040228,0.2000,0.0600,10,6,0
2016-01-17 11:00,0.544305,0.062773,0.2000,0.0600,11,6,0
2016-01-17 12:00,0.554221,0.069947,0.2000,0.0600,12,6,0
2016-01-17 13:00,0.536992,0.059617,0.2000,0.0600,13,6,0
2016-01-17 14:00,0.568176,0.034956,0.2000,0.0600,14,6,0
2016-01-17 15:00,0.549085,0.007465,0.2000,0.0600,15,6,0
2016-01-17 16:00,0.528747,0.000101,0.2000,0.0600,16,6,0
2016-01-17 17:00,0.555659,0.000000,0.2000,0.0600,17,6,0
2016-01-17 18:00,0.566347,0.000000,0.2000,0.0600,18,6,0
2016-01-17 19:00,0.509300,0.000000,0.2000,0.0600,19,6,0
2016-01-17 20:00,0.463068,0.000000,0.2000,0.0600,20,6,0
2016-01-17 21:00,0.409990,0.000000,0.2000,0.0600,21,6,0
2016-01-17 22:00,0.378909,0.000000,0.2000,0.0600,22,6,0
2016-01-17 23:00,0.308578,0.000000,0.2000,0.0600,23,6,0
2016-01-18 00:00,0.321384,0.000000,0.1600,0.0600,0,0,1
2016-01-18 01:00,0.324403,0.000000,0.1600,0.0600,1,0,1
2016-01-18 02:00,0.331395,0.000000,0.1600,0.0600,2,0,1
2016-01-18 03:00,0.308881,0.000000,0.1600,0.0600,3,0,1
2016-01-18 04:00,0.328970,0.000000,0.1600,0.0600,4,0,1
2016-01-18 05:00,0.366331,0.000000,0.1600,0.0600,5,0,1
2016-01-18 06:00,0.317189,0.000000,0.1600,0.0600,6,0,1
2016-01-18 07:00,0.392924,0.000000,0.2200,0.0600,7,0,1
2016-01-18 08:00,0.458860,0.000295,0.2200,0.0600,8,0,1
2016-01-18 09:00,0.488758,0.009147,0.2200,0.0600,9,0,1
2016-01-18 10:00,0.505807,0.030670,0.2200,0.0600,10,0,1
2016-01-18 11:00,0.476581,0.047627,0.2200,0.0600,11,0,1
2016-01-18 12:00,0.519236,0.053068,0.2200,0.0600,12,0,1
2016-01-18 13:00,0.514732,0.045405,0.2200,0.0600,13,0,1
2016-01-18 14:00,0.524927,0.026944,0.2200,0.0600,14,0,1
2016-01-18 15:00,0.509242,0.006065,0.2200,0.0600,15,0,1
2016-01-18 16:00,0.489045,0.000104,0.2200,0.0600,16,0,1
2016-01-18 17:00,0.467064,0.000000,0.3400,0.0600,17,0,1
2016-01-18 18:00,0.521007,0.000000,0.3400,0.0600,18,0,1
2016-01-18 19:00,0.484256,0.000000,0.3400,0.0600,19,0,1
2016-01-18 20:00,0.453400,0.000000,0.3400,0.0600,20,0,1
2016-01-18 21:00,0.379554,0.000000,0.3400,0.0600,21,0,1
2016-01-18 22:00,0.321609,0.000000,0.1600,0.0600,22,0,1
2016-01-18 23:00,0.265194,0.000000,0.1600,0.0600,23,0,1
2016-01-19 00:00,0.366830,0.000000,0.1600,0.0600,0,1,1
2016-01-19 01:00,0.358338,0.000000,0.1600,0.0600,1,1,1
2016-01-19 02:00,0.363195,0.000000,0.1600,0.0600,2,1,1
2016-01-19 03:00,0.358976,0.000000,0.1600,0.0600,3,1,1
2016-01-19 04:00,0.351846,0.000000,0.1600,0.0600,4,1,1
2016-01-19 05:00,0.382178,0.000000,0.1600,0.0600,5,1,1
2016-01-19 06:00,0.338184,0.000000,0.1600,0.0600,6,1,1
2016-01-19 07:00,0.401214,0.000000,0.2200,0.0600,7,1,1
2016-01-19 08:00,0.485944,0.000389,0.2200,0.0600,8,1,1
2016-01-19 09:00,0.516958,0.011926,0.2200,0.0600,9,1,1
2016-01-19 10:00,0.506096,0.039101,0.2200,0.0600,10,1,1
2016-01-19 11:00,0.517224,0.060416,0.2200,0.0600,11,1,1
2016-01-19 12:00,0.541551,0.067310,0.2200,0.0600,12,1,1
2016-01-19 13:00,0.540446,0.057808,0.2200,0.0600,13,1,1
2016-01-19 14:00,0.525019,0.034711,0.2200,0.0600,14,1,1
2016-01-19 15:00,0.528222,0.008218,0.2200,0.0600,15,1,1
2016-01-19 16:00,0.517072,0.000167,0.2200,0.0600,16,1,1
2016-01-19 17:00,0.509746,0.000000,0.3400,0.0600,17,1,1
2016-01-19 18:00,0.504777,0.000000,0.3400,0.0600,18,1,1
2016-01-19 19:00,0.476537,0.000000,0.3400,0.0600,19,1,1
2016-01-19 20:00,0.399340,0.000000,0.3400,0.0600,20,1,1
2016-01-19 21:00,0.350654,0.000000,0.3400,0.0600,21,1,1
2016-01-19 22:00,0.289646,0.000000,0.1600,0.0600,22,1,1
2016-01-19 23:00,0.240497,0.000000,0.1600,0.0600,23,1,1
2016-01-20 00:00,0.335858,0.000000,0.1600,0.0600,0,2,1
2016-01-20 01:00,0.336274,0.000000,0.1600,0.0600,1,2,1
2016-01-20 02:00,0.346711,0.000000,0.1600,0.0600,2,2,1
2016-01-20 03:00,0.337783,0.000000,0.1600,0.0600,3,2,1
2016-01-20 04:00,0.357147,0.000000,0.1600,0.0600,4,2,1
2016-01-20 05:00,0.377979,0.000000,0.1600,0.0600,5,2,1
2016-01-20 06:00,0.299648,0.000000,0.1600,0.0600,6,2,1
2016-01-20 07:00,0.414208,0.000000,0.2200,0.0600,7,2,1
2016-01-20 08:00,0.493197,0.000488,0.2200,0.0600,8,2,1
2016-01-20 09:00,0.494917,0.014806,0.2200,0.0600,9,2,1
2016-01-20 10:00,0.473630,0.047451,0.2200,0.0600,10,2,1
2016-01-20 11:00,0.513403,0.072939,0.2200,0.0600,11,2,1
2016-01-20 12:00,0.552320,0.081245,0.2200,0.0600,12,2,1
2016-01-20 13:00,0.563260,0.070033,0.2200,0.0600,13,2,1
2016-01-20 14:00,0.539952,0.042540,0.2200,0.0600,14,2,1
2016-01-20 15:00,0.521711,0.010572,0.2200,0.0600,15,2,1
2016-01-20 16:00,0.476826,0.000242,0.2200,0.0600,16,2,1
2016-01-20 17:00,0.490169,0.000000,0.3400,0.0600,17,2,1
2016-01-20 18:00,0.501363,0.000000,0.3400,0.0600,18,2,1
2016-01-20 19:00,0.477225,0.000000,0.3400,0.0600,19,2,1
2016-01-20 20:00,0.389578,0.000000,0.3400,0.0600,20,2,1
2016-01-20 21:00,0.347574,0.000000,0.3400,0.0600,21,2,1
2016-01-20 22:00,0.279109,0.000000,0.1600,0.0600,22,2,1
2016-01-20 23:00,0.249252,0.000000,0.1600,0.0600,23,2,1
2016-01-21 00:00,0.360431,0.000000,0.1600,0.0600,0,3,1
2016-01-21 01:00,0.398153,0.000000,0.1600,0.0600,1,3,1
2016-01-21 02:00,0.379523,0.000000,0.1600,0.0600,2,3,1
2016-01-21 03:00,0.413510,0.000000,0.1600,0.0600,3,3,1
2016-01-21 04:00,0.378851,0.000000,0.1600,0.0600,4,3,1
2016-01-21 05:00,0.405224,0.000000,0.1600,0.0600,5,3,1
2016-01-21 06:00,0.327930,0.000000,0.1600,0.0600,6,3,1
2016-01-21 07:00,0.398902,0.000000,0.2200,0.0600,7,3,1
2016-01-21 08:00,0.456510,0.000371,0.2200,0.0600,8,3,1
2016-01-21 09:00,0.485897,0.011136,0.2200,0.0600,9,3,1
2016-01-21 10:00,0.487801,0.034881,0.2200,0.0600,10,3,1
2016-01-21 11:00,0.541872,0.053333,0.2200,0.0600,11,3,1
2016-01-21 12:00,0.590748,0.059388,0.2200,0.0600,12,3,1
2016-01-21 13:00,0.569316,0.051377,0.2200,0.0600,13,3,1
2016-01-21 14:00,0.559697,0.031562,0.2200,0.0600,14,3,1
2016-01-21 15:00,0.537522,0.008218,0.2200,0.0600,15,3,1
2016-01-21 16:00,0.468947,0.000205,0.2200,0.0600,16,3,1
2016-01-21 17:00,0.459892,0.000000,0.3400,0.0600,17,3,1
2016-01-21 18:00,0.461485,0.000000,0.3400,0.0600,18,3,1
2016-01-21 19:00,0.423643,0.000000,0.3400,0.0600,19,3,1
2016-01-21 20:00,0.398039,0.000000,0.3400,0.0600,20,3,1
2016-01-21 21:00,0.333671,0.000000,0.3400,0.0600,21,3,1
2016-01-21 22:00,0.253638,0.000000,0.1600,0.0600,22,3,1
2016-01-21 23:00,0.229351,0.000000,0.1600,0.0600,23,3,1
2016-01-22 00:00,0.354811,0.000000,0.1600,0.0600,0,4,1
2016-01-22 01:00,0.345848,0.000000,0.1600,0.0600,1,4,1
2016-01-22 02:00,0.338641,0.000000,0.1600,0.0600,2,4,1
2016-01-22 03:00,0.332992,0.000000,0.1600,0.0600,3,4,1
2016-01-22 04:00,0.363125,0.000000,0.1600,0.0600,4,4,1
2016-01-22 05:00,0.375806,0.000000,0.1600,0.0600,5,4,1
2016-01-22 06:00,0.328674,0.000000,0.1600,0.0600,6,4,1
2016-01-22 07:00,0.417017,0.000000,0.2200,0.0600,7,4,1
2016-01-22 08:00,0.488960,0.000579,0.2200,0.0600,8,4,1
2016-01-22 09:00,0.470277,0.017281,0.2200,0.0600,9,4,1
2016-01-22 10:00,0.478049,0.052895,0.2200,0.0600,10,4,1
2016-01-22 11:00,0.504945,0.080436,0.2200,0.0600,11,4,1
2016-01-22 12:00,0.541495,0.089534,0.2200,0.0600,12,4,1
2016-01-22 13:00,0.564634,0.077727,0.2200,0.0600,13,4,1
2016-01-22 14:00,0.556694,0.048280,0.2200,0.0600,14,4,1
2016-01-22 15:00,0.513733,0.013147,0.2200,0.0600,15,4,1
2016-01-22 16:00,0.523479,0.000352,0.2200,0.0600,16,4,1
2016-01-22 17:00,0.491310,0.000000,0.3400,0.0600,17,4,1
2016-01-22 18:00,0.489128,0.000000,0.3400,0.0600,18,4,1
2016-01-22 19:00,0.450841,0.000000,0.3400,0.0600,19,4,1
2016-01-22 20:00,0.403379,0.000000,0.3400,0.0600,20,4,1
2016-01-22 21:00,0.331779,0.000000,0.3400,0.0600,21,4,1
2016-01-22 22:00,0.266024,0.000000,0.1600,0.0600,22,4,1
2016-01-22 23:00,0.248685,0.000000,0.1600,0.0600,23,4,1
2016-01-23 00:00,0.411857,0.000000,0.2000,0.0600,0,5,0
2016-01-23 01:00,0.389277,0.000000,0.2000,0.0600,1,5,0
2016-01-23 02:00,0.387689,0.000000,0.2000,0.0600,2,5,0
2016-01-23 03:00,0.411146,0.000000,0.2000,0.0600,3,5,0
2016-01-23 04:00,0.394592,0.000000,0.2000,0.0600,4,5,0
2016-01-23 05:00,0.420999,0.000000,0.2000,0.0600,5,5,0
2016-01-23 06:00,0.369257,0.000000,0.2000,0.0600,6,5,0
2016-01-23 07:00,0.449370,0.000000,0.2000,0.0600,7,5,0
2016-01-23 08:00,0.544269,0.000616,0.2000,0.0600,8,5,0
2016-01-23 09:00,0.539328,0.018267,0.2000,0.0600,9,5,0
2016-01-23 10:00,0.529561,0.054633,0.2000,0.0600,10,5,0
2016-01-23 11:00,0.517815,0.082620,0.2000,0.0600,11,5,0
2016-01-23 12:00,0.527419,0.091921,0.2000,0.0600,12,5,0
2016-01-23 13:00,0.554576,0.080071,0.2000,0.0600,13,5,0
2016-01-23 14:00,0.557962,0.050276,0.2000,0.0600,14,5,0
2016-01-23 15:00,0.556205,0.014291,0.2000,0.0600,15,5,0
2016-01-23 16:00,0.552364,0.000404,0.2000,0.0600,16,5,0
2016-01-23 17:00,0.536175,0.000000,0.2000,0.0600,17,5,0
2016-01-23 18:00,0.519909,0.000000,0.2000,0.0600,18,5,0
2016-01-23 19:00,0.507607,0.000000,0.2000,0.0600,19,5,0
2016-01-23 20:00,0.461814,0.000000,0.2000,0.0600,20,5,0
2016-01-23 21:00,0.429604,0.000000,0.2000,0.0600,21,5,0
2016-01-23 22:00,0.381668,0.000000,0.2000,0.0600,22,5,0
2016-01-23 23:00,0.351226,0.000000,0.2000,0.0600,23,5,0
2016-01-24 00:00,0.403782,0.000000,0.2000,0.0600,0,6,0
2016-01-24 01:00,0.403848,0.000000,0.2000,0.0600,1,6,0
2016-01-24 02:00,0.405520,0.000000,0.2000,0.0600,2,6,0
2016-01-24 03:00,0.408887,0.000000,0.2000,0.0600,3,6,0
2016-01-24 04:00,0.411614,0.000000,0.2000,0.0600,4,6,0
2016-01-24 05:00,0.458652,0.000000,0.2000,0.0600,5,6,0
2016-01-24 06:00,0.409704,0.000000,0.2000,0.0600,6,6,0
2016-01-24 07:00,0.464196,0.000000,0.2000,0.0600,7,6,0
2016-01-24 08:00,0.531552,0.000524,0.2000,0.0600,8,6,0
2016-01-24 09:00,0.530457,0.015462,0.2000,0.0600,9,6,0
2016-01-24 10:00,0.524953,0.045186,0.2000,0.0600,10,6,0
2016-01-24 11:00,0.533999,0.067949,0.2000,0.0600,11,6,0
2016-01-24 12:00,0.594698,0.075558,0.2000,0.0600,12,6,0
2016-01-24 13:00,0.632373,0.066035,0.2000,0.0600,13,6,0
2016-01-24 14:00,0.591447,0.041902,0.2000,0.0600,14,6,0
2016-01-24 15:00,0.563041,0.012411,0.2000,0.0600,15,6,0
2016-01-24 16:00,0.516444,0.000366,0.2000,0.0600,16,6,0
2016-01-24 17:00,0.544386,0.000000,0.2000,0.0600,17,6,0
2016-01-24 18:00,0.537899,0.000000,0.2000,0.0600,18,6,0
2016-01-24 19:00,0.513738,0.000000,0.2000,0.0600,19,6,0
2016-01-24 20:00,0.475530,0.000000,0.2000,0.0600,20,6,0
2016-01-24 21:00,0.396620,0.000000,0.2000,0.0600,21,6,0
2016-01-24 22:00,0.358115,0.000000,0.2000,0.0600,22,6,0
2016-01-24 23:00,0.323293,0.000000,0.2000,0.0600,23,6,0
2016-01-25 00:00,0.360158,0.000000,0.1600,0.0600,0,0,1
2016-01-25 01:00,0.347369,0.000000,0.1600,0.0600,1,0,1
2016-01-25 02:00,0.306983,0.000000,0.1600,0.0600,2,0,1
2016-01-25 03:00,0.301884,0.000000,0.1600,0.0600,3,0,1
2016-01-25 04:00,0.302700,0.000000,0.1600,0.0600,4,0,1
2016-01-25 05:00,0.342341,0.000000,0.1600,0.0600,5,0,1
2016-01-25 06:00,0.306190,0.000000,0.1600,0.0600,6,0,1
2016-01-25 07:00,0.377313,0.000000,0.2200,0.0600,7,0,1
2016-01-25 08:00,0.446790,0.000494,0.2200,0.0600,8,0,1
2016-01-25 09:00,0.473252,0.014516,0.2200,0.0600,9,0,1
2016-01-25 10:00,0.454779,0.041454,0.2200,0.0600,10,0,1
2016-01-25 11:00,0.490714,0.061980,0.2200,0.0600,11,0,1
2016-01-25 12:00,0.540933,0.068878,0.2200,0.0600,12,0,1
2016-01-25 13:00,0.541757,0.060391,0.2200,0.0600,13,0,1
2016-01-25 14:00,0.550381,0.038716,0.2200,0.0600,14,0,1
2016-01-25 15:00,0.496168,0.011929,0.2200,0.0600,15,0,1
2016-01-25 16:00,0.492468,0.000363,0.2200,0.0600,16,0,1
2016-01-25 17:00,0.475361,0.000000,0.3400,0.0600,17,0,1
2016-01-25 18:00,0.494519,0.000000,0.3400,0.0600,18,0,1
2016-01-25 19:00,0.457498,0.000000,0.3400,0.0600,19,0,1
2016-01-25 20:00,0.414041,0.000000,0.3400,0.0600,20,0,1
2016-01-25 21:00,0.351033,0.000000,0.3400,0.0600,21,0,1
2016-01-25 22:00,0.287091,0.000000,0.1600,0.0600,22,0,1
2016-01-25 23:00,0.246227,0.000000,0.1600,0.0600,23,0,1
2016-01-26 00:00,0.300525,0.000000,0.1600,0.0600,0,1,1
2016-01-26 01:00,0.311222,0.000000,0.1600,0.0600,1,1,1
2016-01-26 02:00,0.320381,0.000000,0.1600,0.0600,2,1,1
2016-01-26 03:00,0.337005,0.000000,0.1600,0.0600,3,1,1
2016-01-26 04:00,0.340512,0.000000,0.1600,0.0600,4,1,1
2016-01-26 05:00,0.371122,0.000000,0.1600,0.0600,5,1,1
2016-01-26 06:00,0.309819,0.000000,0.1600,0.0600,6,1,1
2016-01-26 07:00,0.388268,0.000000,0.2200,0.0600,7,1,1
2016-01-26 08:00,0.482766,0.000483,0.2200,0.0600,8,1,1
2016-01-26 09:00,0.501542,0.014156,0.2200,0.0600,9,1,1
2016-01-26 10:00,0.538197,0.039505,0.2200,0.0600,10,1,1
2016-01-26 11:00,0.547306,0.058727,0.2200,0.0600,11,1,1
2016-01-26 12:00,0.570724,0.065218,0.2200,0.0600,12,1,1
2016-01-26 13:00,0.567288,0.057359,0.2200,0.0600,13,1,1
2016-01-26 14:00,0.567579,0.037141,0.2200,0.0600,14,1,1
2016-01-26 15:00,0.533023,0.011884,0.2200,0.0600,15,1,1
2016-01-26 16:00,0.539491,0.000371,0.2200,0.0600,16,1,1
2016-01-26 17:00,0.548840,0.000000,0.3400,0.0600,17,1,1
2016-01-26 18:00,0.508417,0.000000,0.3400,0.0600,18,1,1
2016-01-26 19:00,0.492782,0.000000,0.3400,0.0600,19,1,1
2016-01-26 20:00,0.429492,0.000000,0.3400,0.0600,20,1,1
2016-01-26 21:00,0.340972,0.000000,0.3400,0.0600,21,1,1
2016-01-26 22:00,0.256578,0.000000,0.1600,0.0600,22,1,1
2016-01-26 23:00,0.225323,0.000000,0.1600,0.0600,23,1,1
2016-01-27 00:00,0.290715,0.000000,0.1600,0.0600,0,2,1
2016-01-27 01:00,0.286023,0.000000,0.1600,0.0600,1,2,1
2016-01-27 02:00,0.288258,0.000000,0.1600,0.0600,2,2,1
2016-01-27 03:00,0.322236,0.000000,0.1600,0.0600,3,2,1
2016-01-27 04:00,0.334723,0.000000,0.1600,0.0600,4,2,1
2016-01-27 05:00,0.352317,0.000000,0.1600,0.0600,5,2,1
2016-01-27 06:00,0.272648,0.000000,0.1600,0.0600,6,2,1
2016-01-27 07:00,0.384780,0.000000,0.2200,0.0600,7,2,1
2016-01-27 08:00,0.468066,0.000529,0.2200,0.0600,8,2,1
2016-01-27 09:00,0.456025,0.015469,0.2200,0.0600,9,2,1
